fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,goals_conceded,goals_saves,passes_total,passes_accuracy,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,tackles_total,duels_total,duels_won,dribbles_attempts,dribbles_success,dribbles_past,fouls_drawn,tackles_interceptions,fouls_committed,shots_total,shots_on,passes_key,goals_total,goals_assists,tackles_blocks,penalty_commited,penalty_won,offsides
605067,Celta Vigo,538,47440,Brais Méndez,https://media.api-sports.io/football/players/47440.png,77.0,23,M,6.7,False,False,0,,25.0,13,0,0,0,0,,1.0,15.0,4.0,1.0,,,2.0,2.0,1.0,1.0,,1.0,,,,,,
605067,Celta Vigo,538,47443,Okay Yokuşlu,https://media.api-sports.io/football/players/47443.png,90.0,5,M,6.6,False,False,0,,31.0,22,1,0,0,0,,2.0,25.0,14.0,3.0,3.0,2.0,2.0,1.0,4.0,,,,,,,,,
605067,Celta Vigo,538,2433,Renato Tapia,https://media.api-sports.io/football/players/2433.png,90.0,14,M,6.5,False,False,0,,34.0,21,0,0,0,0,,1.0,17.0,5.0,1.0,1.0,2.0,1.0,3.0,2.0,,,,,,,,,
605067,Celta Vigo,538,47446,Emre Mor,https://media.api-sports.io/football/players/47446.png,86.0,11,F,7.2,False,False,0,,19.0,15,0,0,0,0,,1.0,20.0,11.0,6.0,5.0,,3.0,,,1.0,1.0,,,,,,,
605067,Celta Vigo,538,47445,Iago Aspas,https://media.api-sports.io/football/players/47445.png,90.0,10,F,6.5,False,False,0,,31.0,23,0,0,0,0,,,12.0,3.0,3.0,1.0,,2.0,,,,,,,,,,,
605067,Celta Vigo,538,2058,Nolito,https://media.api-sports.io/football/players/2058.png,90.0,9,F,6.6,False,False,0,,33.0,19,1,0,0,0,,1.0,7.0,1.0,,,,,1.0,2.0,1.0,1.0,,,,,,,
605067,Celta Vigo,538,182538,Iago Domínguez,https://media.api-sports.io/football/players/182538.png,,26,G,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
605067,Celta Vigo,538,47434,Kevin Vazquez,https://media.api-sports.io/football/players/47434.png,,20,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
605067,Celta Vigo,538,47080,Jorge Sáenz,https://media.api-sports.io/football/players/47080.png,,16,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
605067,Celta Vigo,538,47431,David Juncà,https://media.api-sports.io/football/players/47431.png,,17,D,,False,True,0,,,,1,0,0,0,,,,,,,,,,,,,,,,,,,
605067,Celta Vigo,538,182501,Jose Fontán,https://media.api-sports.io/football/players/182501.png,,29,D,,False,True,0,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,
