fixture_id,team_id,team_name,team_logo,Shots on Goal,Shots off Goal,Total Shots,Blocked Shots,Shots insidebox,Shots outsidebox,Fouls,Corner Kicks,Offsides,Ball Possession,Yellow Cards,Red Cards,Goalkeeper Saves,Total passes,Passes accurate,Passes %,Substitutions
38347,524,Perugia,https://media.api-sports.io/football/teams/524.png,9,3,12.0,,,,16,10,1,60%,3,0.0,2.0,,,,
38347,522,Palermo,https://media.api-sports.io/football/teams/522.png,4,5,9.0,,,,22,4,1,40%,2,0.0,8.0,,,,
38342,518,Brescia,https://media.api-sports.io/football/teams/518.png,4,4,8.0,,,,10,2,3,62%,1,0.0,1.0,,,,
38342,519,Carpi,https://media.api-sports.io/football/teams/519.png,2,4,6.0,,,,12,8,0,38%,2,0.0,2.0,,,,
38345,521,Foggia,https://media.api-sports.io/football/teams/521.png,3,8,11.0,,,,9,2,0,58%,3,0.0,4.0,,,,
38345,525,Pescara,https://media.api-sports.io/football/teams/525.png,5,12,17.0,,,,14,8,2,42%,1,0.0,2.0,,,,
38346,868,Livorno,https://media.api-sports.io/football/teams/868.png,4,7,11.0,,,,18,2,6,47%,4,0.0,6.0,,,,
38346,864,Cosenza,https://media.api-sports.io/football/teams/864.png,6,7,13.0,,,,12,8,3,53%,2,1.0,2.0,,,,
38350,504,Verona,https://media.api-sports.io/football/teams/504.png,7,4,11.0,,,,14,9,5,51%,3,0.0,1.0,,,,
38350,501,Crotone,https://media.api-sports.io/football/teams/501.png,2,1,3.0,,,,11,2,1,49%,3,1.0,6.0,,,,
38349,517,Venezia,https://media.api-sports.io/football/teams/517.png,5,4,9.0,,,,11,4,2,48%,1,0.0,3.0,,,,
38349,867,Lecce,https://media.api-sports.io/football/teams/867.png,4,7,11.0,,,,12,6,0,52%,1,0.0,4.0,,,,
38358,522,Palermo,https://media.api-sports.io/football/teams/522.png,3,6,9.0,,,,17,5,0,59%,2,0.0,0.0,,,,
38358,518,Brescia,https://media.api-sports.io/football/teams/518.png,1,2,3.0,,,,16,3,1,41%,4,0.0,2.0,,,,
38352,506,Benevento,https://media.api-sports.io/football/teams/506.png,6,4,10.0,,,,10,2,3,44%,4,0.0,1.0,,,,
38352,510,Cittadella,https://media.api-sports.io/football/teams/510.png,1,5,6.0,,,,23,4,5,56%,4,0.0,5.0,,,,
38353,519,Carpi,https://media.api-sports.io/football/teams/519.png,3,10,13.0,,,,21,8,2,45%,1,0.0,3.0,,,,
38353,524,Perugia,https://media.api-sports.io/football/teams/524.png,4,2,6.0,,,,9,2,2,55%,2,0.0,3.0,,,,
38357,870,Padova,https://media.api-sports.io/football/teams/870.png,5,6,11.0,,,,22,5,0,40%,2,0.0,3.0,,,,
38357,521,Foggia,https://media.api-sports.io/football/teams/521.png,4,0,4.0,,,,15,8,2,60%,1,0.0,4.0,,,,
38351,507,Ascoli,https://media.api-sports.io/football/teams/507.png,6,8,14.0,,,,18,4,2,42%,3,1.0,3.0,,,,
38351,514,Salernitana,https://media.api-sports.io/football/teams/514.png,7,5,12.0,,,,12,8,2,58%,4,0.0,4.0,,,,
38354,864,Cosenza,https://media.api-sports.io/football/teams/864.png,5,7,12.0,,,,11,6,2,63%,3,1.0,2.0,,,,
38354,520,Cremonese,https://media.api-sports.io/football/teams/520.png,2,3,5.0,,,,16,1,0,37%,2,1.0,3.0,,,,
38356,867,Lecce,https://media.api-sports.io/football/teams/867.png,5,12,17.0,,,,9,6,2,61%,3,0.0,4.0,,,,
38356,868,Livorno,https://media.api-sports.io/football/teams/868.png,6,2,8.0,,,,19,3,0,39%,3,2.0,2.0,,,,
38359,515,Spezia,https://media.api-sports.io/football/teams/515.png,5,4,9.0,,,,15,5,2,48%,2,0.0,3.0,,,,
38359,504,Verona,https://media.api-sports.io/football/teams/504.png,5,3,8.0,,,,20,2,2,52%,3,0.0,4.0,,,,
38355,501,Crotone,https://media.api-sports.io/football/teams/501.png,1,4,5.0,,,,10,5,0,50%,2,0.0,3.0,,,,
38355,525,Pescara,https://media.api-sports.io/football/teams/525.png,5,3,8.0,,,,12,2,8,50%,4,0.0,1.0,,,,
38362,510,Cittadella,https://media.api-sports.io/football/teams/510.png,6,6,12.0,,,,24,9,2,52%,2,0.0,1.0,,,,
38362,867,Lecce,https://media.api-sports.io/football/teams/867.png,2,2,4.0,,,,14,4,6,48%,0,0.0,2.0,,,,
38360,518,Brescia,https://media.api-sports.io/football/teams/518.png,5,5,10.0,,,,24,5,6,52%,4,0.0,0.0,,,,
38360,501,Crotone,https://media.api-sports.io/football/teams/501.png,0,4,4.0,,,,24,4,0,48%,2,1.0,4.0,,,,
38361,519,Carpi,https://media.api-sports.io/football/teams/519.png,4,5,9.0,,,,18,7,3,52%,2,0.0,3.0,,,,
38361,515,Spezia,https://media.api-sports.io/football/teams/515.png,5,3,8.0,,,,9,12,5,48%,2,0.0,1.0,,,,
38365,868,Livorno,https://media.api-sports.io/football/teams/868.png,9,8,17.0,,,,13,4,1,50%,2,0.0,3.0,,,,
38365,517,Venezia,https://media.api-sports.io/football/teams/517.png,3,2,5.0,,,,13,4,2,50%,3,0.0,8.0,,,,
38370,506,Benevento,https://media.api-sports.io/football/teams/506.png,5,10,15.0,,,,19,7,1,52%,2,0.0,3.0,,,,
38370,525,Pescara,https://media.api-sports.io/football/teams/525.png,4,1,5.0,,,,10,1,2,48%,1,0.0,3.0,,,,
38372,501,Crotone,https://media.api-sports.io/football/teams/501.png,4,6,10.0,,,,17,1,0,44%,1,0.0,5.0,,,,
38372,522,Palermo,https://media.api-sports.io/football/teams/522.png,5,4,9.0,,,,24,8,4,56%,3,0.0,1.0,,,,
38369,507,Ascoli,https://media.api-sports.io/football/teams/507.png,3,5,8.0,,,,13,3,2,36%,4,0.0,1.0,,,,
38369,521,Foggia,https://media.api-sports.io/football/teams/521.png,3,0,3.0,,,,17,4,1,64%,4,0.0,1.0,,,,
38375,514,Salernitana,https://media.api-sports.io/football/teams/514.png,6,6,12.0,,,,15,10,1,52%,3,0.0,1.0,,,,
38375,520,Cremonese,https://media.api-sports.io/football/teams/520.png,1,6,7.0,,,,15,4,2,48%,3,0.0,4.0,,,,
38371,864,Cosenza,https://media.api-sports.io/football/teams/864.png,4,5,9.0,,,,20,10,2,63%,0,0.0,2.0,,,,
38371,519,Carpi,https://media.api-sports.io/football/teams/519.png,2,7,9.0,,,,19,4,3,37%,3,0.0,3.0,,,,
38373,867,Lecce,https://media.api-sports.io/football/teams/867.png,6,2,8.0,,,,13,4,2,53%,2,0.0,4.0,,,,
38373,504,Verona,https://media.api-sports.io/football/teams/504.png,5,6,11.0,,,,12,4,0,47%,2,0.0,4.0,,,,
38374,870,Padova,https://media.api-sports.io/football/teams/870.png,2,5,7.0,,,,28,4,,43%,4,0.0,5.0,,,,
38374,518,Brescia,https://media.api-sports.io/football/teams/518.png,6,3,9.0,,,,11,7,,57%,3,0.0,1.0,,,,
38377,517,Venezia,https://media.api-sports.io/football/teams/517.png,6,4,10.0,,,,9,4,1,55%,3,0.0,2.0,,,,
38377,524,Perugia,https://media.api-sports.io/football/teams/524.png,5,7,12.0,,,,15,5,1,45%,2,0.0,4.0,,,,
38376,515,Spezia,https://media.api-sports.io/football/teams/515.png,5,6,11.0,,,,11,5,0,52%,2,0.0,2.0,,,,
38376,868,Livorno,https://media.api-sports.io/football/teams/868.png,2,2,4.0,,,,16,9,1,48%,3,0.0,2.0,,,,
38380,521,Foggia,https://media.api-sports.io/football/teams/521.png,3,1,4.0,,,,13,1,6,46%,3,0.0,0.0,,,,
38380,864,Cosenza,https://media.api-sports.io/football/teams/864.png,0,9,9.0,,,,10,4,1,54%,2,0.0,3.0,,,,
38378,518,Brescia,https://media.api-sports.io/football/teams/518.png,3,7,10.0,,,,9,2,7,45%,3,0.0,4.0,,,,
38378,510,Cittadella,https://media.api-sports.io/football/teams/510.png,5,5,10.0,,,,27,5,0,55%,4,0.0,3.0,,,,
38379,519,Carpi,https://media.api-sports.io/football/teams/519.png,4,5,9.0,,,,22,5,7,55%,2,0.0,1.0,,,,
38379,507,Ascoli,https://media.api-sports.io/football/teams/507.png,2,6,8.0,,,,19,3,0,45%,3,1.0,3.0,,,,
38382,870,Padova,https://media.api-sports.io/football/teams/870.png,4,9,13.0,,,,23,3,2,37%,2,0.0,3.0,,,,
38382,501,Crotone,https://media.api-sports.io/football/teams/501.png,3,3,6.0,,,,19,7,1,63%,2,1.0,4.0,,,,
38383,522,Palermo,https://media.api-sports.io/football/teams/522.png,7,6,13.0,,,,15,2,0,53%,2,0.0,8.0,,,,
38383,867,Lecce,https://media.api-sports.io/football/teams/867.png,9,8,17.0,,,,12,11,1,47%,3,0.0,5.0,,,,
38384,524,Perugia,https://media.api-sports.io/football/teams/524.png,6,2,8.0,,,,19,7,1,51%,3,1.0,3.0,,,,
38384,514,Salernitana,https://media.api-sports.io/football/teams/514.png,4,6,10.0,,,,19,3,1,49%,4,0.0,3.0,,,,
38385,525,Pescara,https://media.api-sports.io/football/teams/525.png,5,6,11.0,,,,16,4,4,44%,3,0.0,4.0,,,,
38385,515,Spezia,https://media.api-sports.io/football/teams/515.png,4,6,10.0,,,,11,6,0,56%,1,1.0,3.0,,,,
38386,504,Verona,https://media.api-sports.io/football/teams/504.png,8,7,15.0,,,,11,9,4,58%,2,0.0,4.0,,,,
38386,517,Venezia,https://media.api-sports.io/football/teams/517.png,4,5,9.0,,,,8,2,5,42%,2,0.0,7.0,,,,
38381,868,Livorno,https://media.api-sports.io/football/teams/868.png,5,3,8.0,,,,24,2,6,47%,2,0.0,4.0,,,,
38381,506,Benevento,https://media.api-sports.io/football/teams/506.png,4,3,7.0,,,,22,7,1,53%,3,1.0,3.0,,,,
38392,524,Perugia,https://media.api-sports.io/football/teams/524.png,3,4,7.0,,,,11,5,3,46%,3,,2.0,,,,
38392,504,Verona,https://media.api-sports.io/football/teams/504.png,4,3,7.0,,,,18,10,0,54%,3,,2.0,,,,
38388,510,Cittadella,https://media.api-sports.io/football/teams/510.png,5,4,9.0,,,,18,5,0,55%,4,,2.0,,,,
38388,525,Pescara,https://media.api-sports.io/football/teams/525.png,3,5,8.0,,,,13,5,4,45%,3,,1.0,,,,
38389,864,Cosenza,https://media.api-sports.io/football/teams/864.png,4,3,7.0,,,,15,4,2,50%,3,,1.0,,,,
38389,518,Brescia,https://media.api-sports.io/football/teams/518.png,4,2,6.0,,,,18,4,3,50%,1,,2.0,,,,
38391,867,Lecce,https://media.api-sports.io/football/teams/867.png,7,6,13.0,,,,11,6,3,54%,2,,0.0,,,,
38391,521,Foggia,https://media.api-sports.io/football/teams/521.png,0,0,0.0,,,,16,3,2,46%,4,1.0,6.0,,,,
38394,515,Spezia,https://media.api-sports.io/football/teams/515.png,7,9,16.0,,,,10,11,1,55%,2,,1.0,,,,
38394,870,Padova,https://media.api-sports.io/football/teams/870.png,3,4,7.0,,,,15,2,1,45%,3,,7.0,,,,
38387,507,Ascoli,https://media.api-sports.io/football/teams/507.png,4,7,11.0,,,,18,10,2,51%,4,,2.0,,,,
38387,868,Livorno,https://media.api-sports.io/football/teams/868.png,3,0,3.0,,,,23,3,0,49%,4,,3.0,,,,
38390,520,Cremonese,https://media.api-sports.io/football/teams/520.png,1,6,7.0,,,,18,1,4,50%,4,1.0,1.0,,,,
38390,506,Benevento,https://media.api-sports.io/football/teams/506.png,1,5,6.0,,,,13,3,2,50%,1,,0.0,,,,
38393,514,Salernitana,https://media.api-sports.io/football/teams/514.png,5,10,15.0,,,,15,11,6,58%,1,,2.0,,,,
38393,501,Crotone,https://media.api-sports.io/football/teams/501.png,4,2,6.0,,,,20,1,2,42%,2,,5.0,,,,
38395,517,Venezia,https://media.api-sports.io/football/teams/517.png,2,4,6.0,,,,15,1,1,45%,1,,4.0,,,,
38395,522,Palermo,https://media.api-sports.io/football/teams/522.png,5,6,11.0,,,,21,3,3,55%,1,,1.0,,,,
38402,525,Pescara,https://media.api-sports.io/football/teams/525.png,3,3,6.0,,,,19,1,8,48%,4,,2.0,,,,
38402,864,Cosenza,https://media.api-sports.io/football/teams/864.png,3,2,5.0,,,,16,5,0,52%,1,,2.0,,,,
38396,506,Benevento,https://media.api-sports.io/football/teams/506.png,7,7,14.0,,,,18,10,0,57%,3,1.0,1.0,,,,
38396,515,Spezia,https://media.api-sports.io/football/teams/515.png,4,4,8.0,,,,14,5,1,43%,4,,5.0,,,,
38398,521,Foggia,https://media.api-sports.io/football/teams/521.png,4,5,9.0,,,,9,5,5,55%,3,,5.0,,,,
38398,510,Cittadella,https://media.api-sports.io/football/teams/510.png,5,7,12.0,,,,14,8,1,45%,2,,3.0,,,,
38399,868,Livorno,https://media.api-sports.io/football/teams/868.png,2,6,8.0,,,,18,8,6,49%,4,,4.0,,,,
38399,514,Salernitana,https://media.api-sports.io/football/teams/514.png,4,12,16.0,,,,12,5,2,51%,2,,1.0,,,,
38400,870,Padova,https://media.api-sports.io/football/teams/870.png,0,8,8.0,,,,14,7,,38%,2,,2.0,,,,
38400,524,Perugia,https://media.api-sports.io/football/teams/524.png,3,5,8.0,,,,14,1,,62%,5,,0.0,,,,
38404,504,Verona,https://media.api-sports.io/football/teams/504.png,3,5,8.0,,,,21,8,3,62%,3,1.0,4.0,,,,
38404,507,Ascoli,https://media.api-sports.io/football/teams/507.png,5,1,6.0,,,,14,3,2,38%,3,,2.0,,,,
38403,517,Venezia,https://media.api-sports.io/football/teams/517.png,2,6,8.0,,,,17,3,2,55%,3,,2.0,,,,
38403,520,Cremonese,https://media.api-sports.io/football/teams/520.png,3,6,9.0,,,,19,3,0,45%,0,,1.0,,,,
38401,522,Palermo,https://media.api-sports.io/football/teams/522.png,9,7,16.0,,,,15,7,1,49%,2,,3.0,,,,
38401,519,Carpi,https://media.api-sports.io/football/teams/519.png,4,2,6.0,,,,22,1,1,51%,5,2.0,5.0,,,,
38397,501,Crotone,https://media.api-sports.io/football/teams/501.png,5,2,7.0,,,,16,9,1,49%,1,,2.0,,,,
38397,867,Lecce,https://media.api-sports.io/football/teams/867.png,4,4,8.0,,,,12,2,9,51%,2,,3.0,,,,
38410,520,Cremonese,https://media.api-sports.io/football/teams/520.png,3,6,9.0,,,,20,5,2,44%,4,,1.0,,,,
38410,504,Verona,https://media.api-sports.io/football/teams/504.png,2,3,5.0,,,,14,3,1,56%,2,,2.0,,,,
38405,507,Ascoli,https://media.api-sports.io/football/teams/507.png,2,1,3.0,,,,23,4,3,40%,6,,3.0,,,,
38405,506,Benevento,https://media.api-sports.io/football/teams/506.png,5,1,6.0,,,,27,3,1,60%,5,2.0,0.0,,,,
38408,510,Cittadella,https://media.api-sports.io/football/teams/510.png,3,4,,,,,18,9,3,55%,2,0.0,,,,,3.0
38408,870,Padova,https://media.api-sports.io/football/teams/870.png,4,2,,,,,11,3,1,45%,3,1.0,,,,,3.0
38413,514,Salernitana,https://media.api-sports.io/football/teams/514.png,8,12,,,,,19,6,0,62%,3,0.0,,,,,2.0
38413,517,Venezia,https://media.api-sports.io/football/teams/517.png,3,0,,,,,18,1,6,38%,2,0.0,,,,,3.0
38407,519,Carpi,https://media.api-sports.io/football/teams/519.png,7,4,,,,,12,9,6,43%,1,1.0,,,,,2.0
38407,501,Crotone,https://media.api-sports.io/football/teams/501.png,6,7,,,,,14,5,1,57%,1,0.0,,,,,3.0
38412,524,Perugia,https://media.api-sports.io/football/teams/524.png,10,5,,,,,18,5,1,55%,3,0.0,,,,,3.0
38412,868,Livorno,https://media.api-sports.io/football/teams/868.png,2,4,,,,,17,4,2,45%,2,0.0,,,,,3.0
38409,864,Cosenza,https://media.api-sports.io/football/teams/864.png,2,5,,,,,14,3,0,52%,2,0.0,,,,,3.0
38409,522,Palermo,https://media.api-sports.io/football/teams/522.png,1,2,,,,,23,1,4,48%,6,1.0,,,,,3.0
38406,518,Brescia,https://media.api-sports.io/football/teams/518.png,4,8,,,,,10,5,9,50%,3,0.0,,,,,3.0
38406,521,Foggia,https://media.api-sports.io/football/teams/521.png,2,7,,,,,14,5,2,50%,3,0.0,,,,,3.0
38411,867,Lecce,https://media.api-sports.io/football/teams/867.png,5,7,12.0,,,,18,6,2,46%,1,,1.0,,,,
38411,525,Pescara,https://media.api-sports.io/football/teams/525.png,1,2,3.0,,,,20,3,2,54%,2,1.0,3.0,,,,
38415,501,Crotone,https://media.api-sports.io/football/teams/501.png,2,1,3.0,,,,14,7,1,55%,2,,2.0,,,,
38415,524,Perugia,https://media.api-sports.io/football/teams/524.png,2,6,8.0,,,,15,5,6,45%,1,,0.0,,,,
38422,504,Verona,https://media.api-sports.io/football/teams/504.png,3,6,9.0,,,,10,5,2,55%,2,,4.0,,,,
38422,518,Brescia,https://media.api-sports.io/football/teams/518.png,6,1,7.0,,,,17,6,1,45%,3,,1.0,,,,
38414,506,Benevento,https://media.api-sports.io/football/teams/506.png,5,9,14.0,,,,12,5,1,59%,1,,3.0,,,,
38414,519,Carpi,https://media.api-sports.io/football/teams/519.png,4,5,9.0,,,,17,5,2,41%,1,,2.0,,,,
38420,515,Spezia,https://media.api-sports.io/football/teams/515.png,3,8,11.0,,,,10,1,0,55%,1,,3.0,,,,
38420,514,Salernitana,https://media.api-sports.io/football/teams/514.png,4,2,6.0,,,,14,6,4,45%,2,,1.0,,,,
38421,517,Venezia,https://media.api-sports.io/football/teams/517.png,1,1,2.0,,,,18,6,4,50%,1,,2.0,,,,
38421,510,Cittadella,https://media.api-sports.io/football/teams/510.png,3,5,8.0,,,,16,6,0,50%,1,,0.0,,,,
38417,868,Livorno,https://media.api-sports.io/football/teams/868.png,6,7,13.0,,,,15,7,7,51%,3,,4.0,,,,
38417,520,Cremonese,https://media.api-sports.io/football/teams/520.png,8,4,12.0,,,,10,4,1,49%,4,,5.0,,,,
38418,870,Padova,https://media.api-sports.io/football/teams/870.png,4,8,12.0,,,,5,2,,56%,,,2.0,,,,
38418,507,Ascoli,https://media.api-sports.io/football/teams/507.png,4,4,8.0,,,,16,4,,44%,,,3.0,,,,
38416,867,Lecce,https://media.api-sports.io/football/teams/867.png,4,4,8.0,,,,8,5,5,54%,,,3.0,,,,
38416,864,Cosenza,https://media.api-sports.io/football/teams/864.png,4,2,6.0,,,,13,3,0,46%,,,1.0,,,,
38419,525,Pescara,https://media.api-sports.io/football/teams/525.png,7,4,11.0,,,,12,4,4,45%,3,,8.0,,,,
38419,522,Palermo,https://media.api-sports.io/football/teams/522.png,10,8,18.0,,,,17,11,0,55%,2,,4.0,,,,
38424,518,Brescia,https://media.api-sports.io/football/teams/518.png,3,5,8.0,,,,23,6,1,47%,2,,1.0,,,,
38424,517,Venezia,https://media.api-sports.io/football/teams/517.png,1,8,9.0,,,,16,11,0,53%,3,,1.0,,,,
38426,510,Cittadella,https://media.api-sports.io/football/teams/510.png,7,8,15.0,,,,13,2,2,65%,1,,0.0,,,,
38426,868,Livorno,https://media.api-sports.io/football/teams/868.png,0,4,4.0,,,,14,0,4,35%,3,1.0,3.0,,,,
38425,519,Carpi,https://media.api-sports.io/football/teams/519.png,4,6,10.0,,,,15,4,1,44%,2,,6.0,,,,
38425,870,Padova,https://media.api-sports.io/football/teams/870.png,7,4,11.0,,,,19,8,1,56%,3,,3.0,,,,
38429,521,Foggia,https://media.api-sports.io/football/teams/521.png,4,8,,,,,11,8,2,57%,2,0.0,,,,,3.0
38429,515,Spezia,https://media.api-sports.io/football/teams/515.png,1,1,,,,,14,5,2,43%,4,0.0,,,,,3.0
38431,524,Perugia,https://media.api-sports.io/football/teams/524.png,3,5,,,,,15,3,6,51%,1,0.0,,,,,3.0
38431,506,Benevento,https://media.api-sports.io/football/teams/506.png,7,3,,,,,16,8,1,49%,4,0.0,,,,,3.0
38423,507,Ascoli,https://media.api-sports.io/football/teams/507.png,5,8,13.0,,,,13,6,3,56%,3,,3.0,,,,
38423,525,Pescara,https://media.api-sports.io/football/teams/525.png,4,5,9.0,,,,12,2,1,44%,0,,3.0,,,,
38428,520,Cremonese,https://media.api-sports.io/football/teams/520.png,2,5,7.0,,,,18,5,1,43%,2,,1.0,,,,
38428,867,Lecce,https://media.api-sports.io/football/teams/867.png,1,4,5.0,,,,6,6,3,57%,2,1.0,0.0,,,,
38427,864,Cosenza,https://media.api-sports.io/football/teams/864.png,5,5,10.0,,,,15,5,4,37%,2,1.0,1.0,,,,
38427,501,Crotone,https://media.api-sports.io/football/teams/501.png,1,5,6.0,,,,16,7,6,63%,3,1.0,4.0,,,,
38430,522,Palermo,https://media.api-sports.io/football/teams/522.png,8,12,20.0,,,,21,5,1,47%,3,1.0,4.0,,,,
38430,504,Verona,https://media.api-sports.io/football/teams/504.png,4,3,7.0,,,,16,4,0,53%,3,,7.0,,,,
38437,525,Pescara,https://media.api-sports.io/football/teams/525.png,2,6,8.0,,,,18,5,1,49%,4,,1.0,,,,
38437,524,Perugia,https://media.api-sports.io/football/teams/524.png,2,2,4.0,,,,15,6,2,51%,1,1.0,1.0,,,,
38433,501,Crotone,https://media.api-sports.io/football/teams/501.png,3,3,6.0,,,,19,6,4,54%,2,,4.0,,,,
38433,520,Cremonese,https://media.api-sports.io/football/teams/520.png,4,2,6.0,,,,13,5,5,46%,3,,3.0,,,,
38438,514,Salernitana,https://media.api-sports.io/football/teams/514.png,8,3,11.0,,,,13,8,0,42%,3,,4.0,,,,
38438,510,Cittadella,https://media.api-sports.io/football/teams/510.png,6,3,9.0,,,,11,6,1,58%,2,,4.0,,,,
38434,867,Lecce,https://media.api-sports.io/football/teams/867.png,11,8,19.0,,,,11,7,2,51%,2,1.0,2.0,,,,
38434,519,Carpi,https://media.api-sports.io/football/teams/519.png,3,1,4.0,,,,11,4,3,49%,2,,7.0,,,,
38440,517,Venezia,https://media.api-sports.io/football/teams/517.png,1,5,6.0,,,,19,2,2,33%,3,,8.0,,,,
38440,521,Foggia,https://media.api-sports.io/football/teams/521.png,8,8,16.0,,,,9,8,2,67%,2,,0.0,,,,
38439,515,Spezia,https://media.api-sports.io/football/teams/515.png,7,8,15.0,,,,17,4,3,54%,2,,1.0,,,,
38439,507,Ascoli,https://media.api-sports.io/football/teams/507.png,3,4,7.0,,,,14,2,0,46%,1,2.0,4.0,,,,
38436,870,Padova,https://media.api-sports.io/football/teams/870.png,5,7,12.0,,,,21,3,1,45%,2,,5.0,,,,
38436,864,Cosenza,https://media.api-sports.io/football/teams/864.png,5,5,10.0,,,,11,7,0,55%,1,,5.0,,,,
38432,506,Benevento,https://media.api-sports.io/football/teams/506.png,12,7,19.0,,,,21,8,1,45%,2,,2.0,,,,
38432,522,Palermo,https://media.api-sports.io/football/teams/522.png,4,6,10.0,,,,28,4,1,55%,5,,11.0,,,,
38435,868,Livorno,https://media.api-sports.io/football/teams/868.png,3,7,10.0,,,,22,6,1,53%,2,,3.0,,,,
38435,518,Brescia,https://media.api-sports.io/football/teams/518.png,4,5,9.0,,,,17,2,2,47%,4,,3.0,,,,
38449,504,Verona,https://media.api-sports.io/football/teams/504.png,5,12,17.0,,,,17,10,0,54%,2,,3.0,,,,
38449,506,Benevento,https://media.api-sports.io/football/teams/506.png,7,7,14.0,,,,22,2,2,46%,2,,5.0,,,,
38442,518,Brescia,https://media.api-sports.io/football/teams/518.png,3,7,10.0,,,,13,5,2,44%,2,,5.0,,,,
38442,514,Salernitana,https://media.api-sports.io/football/teams/514.png,5,8,13.0,,,,14,8,1,56%,1,,0.0,,,,
38441,507,Ascoli,https://media.api-sports.io/football/teams/507.png,6,4,10.0,,,,9,3,1,49%,2,,3.0,,,,
38441,517,Venezia,https://media.api-sports.io/football/teams/517.png,3,5,8.0,,,,16,3,3,51%,3,,5.0,,,,
38444,510,Cittadella,https://media.api-sports.io/football/teams/510.png,5,7,12.0,,,,13,8,3,69%,4,,2.0,,,,
38444,520,Cremonese,https://media.api-sports.io/football/teams/520.png,5,3,8.0,,,,16,4,1,31%,2,,4.0,,,,
38443,519,Carpi,https://media.api-sports.io/football/teams/519.png,5,5,10.0,,,,19,5,1,39%,2,,4.0,,,,
38443,525,Pescara,https://media.api-sports.io/football/teams/525.png,5,5,10.0,,,,9,6,0,61%,3,,5.0,,,,
38446,521,Foggia,https://media.api-sports.io/football/teams/521.png,5,6,11.0,,,,14,5,1,51%,3,1.0,2.0,,,,
38446,868,Livorno,https://media.api-sports.io/football/teams/868.png,4,5,9.0,,,,15,5,3,49%,5,,4.0,,,,
38447,522,Palermo,https://media.api-sports.io/football/teams/522.png,6,4,10.0,,,,17,12,3,58%,3,,2.0,,,,
38447,870,Padova,https://media.api-sports.io/football/teams/870.png,3,5,8.0,,,,14,1,0,42%,3,,4.0,,,,
38448,524,Perugia,https://media.api-sports.io/football/teams/524.png,4,5,9.0,,,,21,10,1,52%,3,,4.0,,,,
38448,867,Lecce,https://media.api-sports.io/football/teams/867.png,6,2,8.0,,,,8,3,0,48%,1,,3.0,,,,
38445,864,Cosenza,https://media.api-sports.io/football/teams/864.png,11,9,20.0,,,,20,9,,47%,4,,4.0,,,,
38445,515,Spezia,https://media.api-sports.io/football/teams/515.png,4,4,8.0,,,,7,5,,53%,2,1.0,10.0,,,,
38450,506,Benevento,https://media.api-sports.io/football/teams/506.png,8,6,14.0,,,,17,5,4,54%,2,,4.0,,,,
38450,864,Cosenza,https://media.api-sports.io/football/teams/864.png,6,1,7.0,,,,14,4,2,46%,2,,4.0,,,,
38456,514,Salernitana,https://media.api-sports.io/football/teams/514.png,5,2,7.0,,,,13,9,1,44%,1,1.0,2.0,,,,
38456,519,Carpi,https://media.api-sports.io/football/teams/519.png,7,6,13.0,,,,25,1,3,56%,1,,3.0,,,,
38458,517,Venezia,https://media.api-sports.io/football/teams/517.png,4,2,6.0,,,,20,7,4,37%,4,1.0,3.0,,,,
38458,501,Crotone,https://media.api-sports.io/football/teams/501.png,7,3,10.0,,,,10,7,1,63%,2,,2.0,,,,
38455,525,Pescara,https://media.api-sports.io/football/teams/525.png,3,5,8.0,,,,22,4,5,46%,4,,7.0,,,,
38455,504,Verona,https://media.api-sports.io/football/teams/504.png,8,6,14.0,,,,18,4,2,54%,3,,2.0,,,,
38454,868,Livorno,https://media.api-sports.io/football/teams/868.png,5,2,7.0,,,,9,4,2,43%,2,,3.0,,,,
38454,522,Palermo,https://media.api-sports.io/football/teams/522.png,5,2,7.0,,,,26,3,1,57%,1,1.0,3.0,,,,
38457,515,Spezia,https://media.api-sports.io/football/teams/515.png,5,7,12.0,,,,9,4,0,49%,2,,2.0,,,,
38457,524,Perugia,https://media.api-sports.io/football/teams/524.png,3,0,3.0,,,,15,2,2,51%,2,,4.0,,,,
38451,510,Cittadella,https://media.api-sports.io/football/teams/510.png,6,7,13.0,,,,19,6,2,52%,2,,4.0,,,,
38451,507,Ascoli,https://media.api-sports.io/football/teams/507.png,6,10,16.0,,,,15,2,6,48%,2,,4.0,,,,
38452,520,Cremonese,https://media.api-sports.io/football/teams/520.png,9,3,12.0,,,,19,13,0,47%,3,,0.0,,,,
38452,521,Foggia,https://media.api-sports.io/football/teams/521.png,0,3,3.0,,,,9,3,3,53%,2,,8.0,,,,
38453,867,Lecce,https://media.api-sports.io/football/teams/867.png,3,7,10.0,,,,14,8,3,65%,4,,2.0,,,,
38453,518,Brescia,https://media.api-sports.io/football/teams/518.png,2,4,6.0,,,,15,3,1,35%,2,1.0,2.0,,,,
38465,522,Palermo,https://media.api-sports.io/football/teams/522.png,4,7,,,,,15,8,4,49%,3,0.0,,,,,3.0
38465,515,Spezia,https://media.api-sports.io/football/teams/515.png,4,4,,,,,13,1,2,51%,1,0.0,,,,,3.0
38462,501,Crotone,https://media.api-sports.io/football/teams/501.png,2,2,4.0,,,,16,5,0,42%,2,1.0,5.0,,,,
38462,506,Benevento,https://media.api-sports.io/football/teams/506.png,5,12,17.0,,,,16,11,8,58%,3,,1.0,,,,
