fixture_id,team_name,team_id,player_id,player_name,player_photo,games_minutes,games_number,games_position,games_rating,games_captain,games_substitute,goals_conceded,passes_total,passes_accuracy,cards_yellow,cards_red,penalty_scored,penalty_missed,penalty_saved,tackles_total,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,fouls_committed,shots_total,fouls_drawn,dribbles_past,passes_key,tackles_blocks,offsides,shots_on,goals_total,goals_saves,penalty_commited,goals_assists,penalty_won
1099023,Lecce,867,31624,Gabriel Strefezza,https://media.api-sports.io/football/players/31624.png,73.0,27.0,F,7.9,False,False,0,24.0,17,0,0,0,0,,2.0,,8.0,5.0,1.0,,2.0,4.0,2.0,1.0,4.0,,,3.0,,,,,
1099023,Lecce,867,118956,Lameck Banda,https://media.api-sports.io/football/players/118956.png,73.0,22.0,F,7.2,False,False,0,25.0,20,0,0,0,0,,,,13.0,6.0,5.0,2.0,1.0,4.0,3.0,1.0,1.0,,2.0,2.0,,,,,
1099023,Lecce,867,382452,Patrick Dorgu,https://media.api-sports.io/football/players/382452.png,75.0,,D,7.5,False,True,0,44.0,37,1,0,0,0,,,,10.0,6.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,,,,,,,1.0,
1099023,Lecce,867,374725,Jeppe Corfitzen,https://media.api-sports.io/football/players/374725.png,17.0,24.0,F,6.7,False,True,0,10.0,9,0,0,0,0,,,,2.0,1.0,1.0,,,,1.0,,,,,,,,,,
1099023,Lecce,867,30539,Federico Di Francesco,https://media.api-sports.io/football/players/30539.png,17.0,11.0,F,7.3,False,True,0,9.0,5,0,0,0,0,,,,1.0,,,,,2.0,,,1.0,,,1.0,,,,,
1099023,Lecce,867,21384,Alexis Blin,https://media.api-sports.io/football/players/21384.png,16.0,29.0,M,6.6,False,True,0,9.0,9,0,0,0,0,,,,3.0,2.0,1.0,1.0,,1.0,,1.0,,,,1.0,,,,,
1099023,Lecce,867,42712,Alexandru Borbei,https://media.api-sports.io/football/players/42712.png,,12.0,G,,False,True,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1099023,Lecce,867,30391,Federico Brancolini,https://media.api-sports.io/football/players/30391.png,,21.0,G,,False,True,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1099023,Lecce,867,31328,Kastriot Dermaku,https://media.api-sports.io/football/players/31328.png,,55.0,D,,False,True,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1099023,Lecce,867,341917,Mats Lemmens,https://media.api-sports.io/football/players/341917.png,,83.0,D,,False,True,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1099023,Lecce,867,413662,Zinedin Smajlovic,https://media.api-sports.io/football/players/413662.png,,26.0,D,,False,True,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1099023,Lecce,867,28744,Þórir Jóhann Helgason,https://media.api-sports.io/football/players/28744.png,,14.0,M,,False,True,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1099023,Lecce,867,40624,Marcin Listkowski,https://media.api-sports.io/football/players/40624.png,,19.0,F,,False,True,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1099023,Lecce,867,56560,Youssef Maleh,https://media.api-sports.io/football/players/56560.png,,4.0,M,,False,True,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1099023,Lecce,867,335071,Medon Berisha,https://media.api-sports.io/football/players/335071.png,,80.0,M,,False,True,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1099023,Lecce,867,1018,Assan Ceesay,https://media.api-sports.io/football/players/1018.png,,9.0,F,,False,True,0,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,
1099023,Como,895,30733,Adrian Šemper,https://media.api-sports.io/football/players/30733.png,90.0,1.0,G,8.9,False,False,1,42.0,32,0,0,0,0,0.0,,,,,,,,,,,,,,,,9.0,,,
1099023,Como,895,136017,Tommaso Cassandro,https://media.api-sports.io/football/players/136017.png,81.0,84.0,D,7,False,False,0,38.0,29,1,0,0,0,,2.0,3.0,12.0,6.0,1.0,1.0,2.0,,1.0,1.0,,2.0,,,,,,,
1099023,Como,895,127802,Cas Odenthal,https://media.api-sports.io/football/players/127802.png,90.0,26.0,D,7.2,False,False,0,54.0,48,0,0,0,0,,3.0,3.0,4.0,3.0,,,1.0,,,,1.0,,,,,,,,
1099023,Como,895,30737,Federico Barba,https://media.api-sports.io/football/players/30737.png,90.0,93.0,D,6.9,False,False,0,58.0,51,0,0,0,0,,1.0,4.0,5.0,3.0,,,1.0,,1.0,,,,,,,,,,
1099023,Como,895,15281,Nicholas Ioannou,https://media.api-sports.io/football/players/15281.png,90.0,44.0,D,6.7,False,False,0,22.0,16,0,0,0,0,,4.0,2.0,9.0,4.0,2.0,,2.0,,,,,,,,,,,,
